GALAXY ID,ra,dec,plate,mjd,fiberid,objid,deVRad_r,deVRadErr_r,expRad_r,expRadErr_r,z,zErr,SNR,velDisp_SDSS,velDispErr_SDSS,velDisp_ppxf_full,velDisp_ppxf_err_full,velDisp_ppxf_res,velDisp_ppxf_err_res,logM*,errlogM*,logSFR,errlogSFR,logsSFR,errlogsSFR,petroR50Errkpc_r,petroR50kpc_r,deVRadkpc_r,deVRadErrkpc_r,expRadkpc_r,expRadErrkpc_r,fracDev_r,meanRad_r,meanRadErr_r,meanRadkpc_r,meanRadErrkpc_r,meanRad_kids,meanRadkpc_kids,Mgb_ssp,Fe_avg_ssp,Mgb_sigmacorr,Fe_avg_sigmacorr,MgFe,alphaFe_flag,univ_age,age_mean_mass,age_err_mass,age_mean_light,age_err_light,[M/H]_mean_mass,[M/H]_err_mass,[M/H]_mean_light,[M/H]_err_light,Mtbb3,Mtbb3_unr,Mtbb3_reg,Mtbb3_alphaplus,Mtbb3_alphamin,t_75,t_75_unr,t_75_reg,t_75_alphaplus,t_75_alphamin,t_90,t_90_unr,t_90_reg,t_90_alphaplus,t_90_alphamin,t_100,t_100_unr,t_100_reg,t_100_alphaplus,t_100_alphamin,DoR
J2231+0237,337.9498761,2.630883627,4323,55884,684,1.24E+18,0.8722843,0.01897898,0.8043682,0.008254183,0.0599384,1.15E-05,40.87941504,231.3389,5.001307,265.5710229,13.27855115,246.464439,12.32322195,10.544,0.029,-1.411,0.845,-11.955,0.845497487,0.005816852,1.379192918,1.044623815,0.022728707,0.963289352,0.009884984,1,0.8722843,0.01897898,1.044623815,0.022728707,0.452954274,0.542445647,4.52676206,2.489845977,5.015841579,3.24521302,0.3,0,12.91312263,11.85518288,0.283439854,11.35563312,0.083768845,0.236111669,0.00196561,0.24403334,0.006660978,0.97119,0.99924,0.97119,0.99909,0.9989,1.10731,0.89423,1.10731,0.89125,0.89726,1.32822,1.3075,1.32822,1.29583,1.32486,3.56437,2.34584,3.56437,2.30999,2.37894,0.733638732
J1517+2700,229.3162421,27.01513912,2157,54242,493,1.24E+18,0.5849609,0.01365499,0.6786921,0.01234435,0.08489627,2.64E-05,19.26939002,204.0848,10.46512,261.6910878,26.16910878,262.8159485,26.28159485,10.546,0.013,-1.999,0.62,-12.545,0.620136275,0.014156029,1.62176475,0.963533593,0.022492173,1.117925383,0.020333318,0.283534,0.650686537,0.009510356,1.071795289,0.015665231,0.343322997,0.565513424,3.556720391,2.618727394,3.92459199,3.390193311,0.1,0,12.59654641,11.38982467,0.716824209,10.77356978,0.330973702,0.176269049,0.032084567,0.155918101,0.03762392,0.91083,0.99815,0.91083,0.99761,0.99764,0.99047,0.84639,0.58217,0.99047,0.74484,1.57661,1.34422,1.57661,1.54171,1.19189,11.06712,2.58778,11.06712,3.05389,3.39717,0.530875987
J1002+3242,150.6287083,32.71453766,1952,53378,284,1.24E+18,0.6742507,0.01340374,0.7855473,0.006543613,0.0489515,1.59E-05,31.73869162,251.1081,7.077602,279.3060835,13.96530418,264.9866452,13.24933226,10.55,0.043,-0.84,0.68,-11.39,0.681358202,0.023815569,1.080677008,0.668127566,0.013282015,0.778413438,0.006484188,0,0.7855473,0.006543613,0.778413438,0.006484188,0.411920706,0.408179893,4.17836247,2.271322312,4.700781506,3.032680143,0.3,0,13.05602684,11.86728474,0.763125784,10.28452515,0.20635272,0.221937243,0.019302852,0.209965661,0.012972403,0.99554,0.99671,0.99554,0.9964,0.99663,0.73117,0.71092,0.04584,0.73117,0.71921,1.17383,1.14915,0.05501,1.16753,1.17383,12.27828,12.25245,12.15809,12.27828,12.2596,0.597520177
J1616+2809,244.1282496,28.15281021,1577,53495,622,1.24E+18,0.6223004,0.006744144,0.8974153,0.008064675,0.05007894,1.24E-05,39.09552438,220.9603,5.587851,223.0295466,11.15147733,213.3336308,10.66668154,10.56,0.031,-1.24,0.642,-11.8,0.642748007,0.011261384,1.215390655,0.630003491,0.006827626,0.908523876,0.008164503,0,0.8974153,0.008064675,0.908523876,0.008164503,0.464457702,0.47020695,4.751536538,3.017679667,5.0490362,3.658678547,0.1,0,13.04126079,12.36736396,0.126518571,11.96888136,0.140176262,0.22360629,0.013405592,0.216734096,0.033454271,0.99585,0.99939,0.99651,1,0.99585,0.80338,0.72634,0.80338,0.53613,0.74836,1.23324,1.1857,1.09896,0.96275,1.23324,11.27541,2.38519,7.13759,1.95701,11.27541,0.60243373
J1228+5116,187.1930509,51.27119288,971,52644,524,1.24E+18,0.5834267,0.01064367,0.7234821,0.01333506,0.08593325,2.21E-05,21.05876753,218.7185,9.27852,215.5861543,21.55861543,217.2554994,21.72554994,10.561,0.043,-1.594,0.722,-12.155,0.723279337,0.013959139,1.625334601,0.971569117,0.017724696,1.204800646,0.022206616,0.4345185,0.658909447,0.008628292,1.097269065,0.014368527,0.347698373,0.579015327,4.872929087,2.610225337,5.145153191,3.126463562,0.4,0,12.58362961,11.30745861,0.667781255,10.96216842,0.407643827,0.231121767,0.003308025,0.229968187,0.004127017,0.95199,0.99881,0.95199,,0.99855,1.08192,0.89249,1.08192,,0.9203,2.07469,1.39918,2.07469,,1.4392,10.03158,2.54675,10.03158,,2.77774,0.557522107
J0727+3941,111.9932372,39.68896324,1733,53047,401,1.24E+18,0.466597,0.01150073,0.5743949,0.01350494,0.07622494,1.55E-05,30.0883783,213.2688,7.08756,229.7217838,11.48608919,226.2010087,11.31005043,10.595,0.024,-2.026,0.639,-12.621,0.639450545,0.038448467,1.288857499,0.697101404,0.017182226,0.858152734,0.020176539,0,0.5743949,0.01350494,0.858152734,0.020176539,0.301331474,0.450192765,4.972003791,2.557851565,5.315002213,3.135707762,0.4,0,12.70529031,11.60240703,0.475399266,11.15733588,0.160269281,0.226342577,0.010589945,0.229010905,0.012575164,0.99025,0.9987,0.99025,,0.99899,0.81558,0.80031,0.77843,,0.81558,1.4473,1.19255,1.4473,,1.21078,8.645,2.18205,8.645,,2.17804,0.65932686
J0832+3211,128.1057249,32.19864797,932,52620,27,1.24E+18,0.6775835,0.02210936,0.7805467,0.01064921,0.08634751,2.35E-05,19.50916322,225.5014,10.50333,237.6087748,23.76087748,221.8926104,22.18926104,10.596,0.027,-1.775,0.569,-12.371,0.569640237,0.01078333,1.695462222,1.133258718,0.036977915,1.305464718,0.017810809,0.84607,0.692499838,0.019173099,1.1582063,0.032067016,0.365294273,0.610954842,4.169599836,2.382793137,4.490128516,2.95996763,0.3,0,12.57847472,11.82797104,0.027032121,11.61926079,0.306757891,0.208703393,0.004594694,0.214259324,0.009658971,0.99824,0.99973,0.99824,0.99978,0.9996,0.95135,0.91323,0.62777,0.90157,0.95135,2.25192,1.44421,2.25192,1.42737,1.48834,2.9545,2.55871,2.9545,2.54835,2.58029,0.78152472
J1359+2757,209.7906031,27.9500873,2120,53852,431,1.24E+18,0.6289679,0.01267751,0.692706,0.01142481,0.08036856,2.23E-05,27.80325041,287.3484,10.17304,278.9658156,27.89658156,277.6351973,27.76351973,10.606,0.033,-1.538,0.773,-12.144,0.773704078,0.007237767,1.448486765,0.985969379,0.019873251,1.085885153,0.017909519,0.9708847,0.630738017,0.012346756,0.988744212,0.019354761,0.332592159,0.521371098,3.434110585,2.350319098,3.861990343,3.136272213,0.1,0,12.653163,11.58060816,0.312347598,11.02334781,0.089484017,0.220190454,0.009923881,0.207995683,0.024433355,0.99161,0.99854,0.99624,0.99858,0.99161,0.96608,0.96608,0.45662,0.93169,0.92455,1.90301,1.48315,1.90301,1.43664,1.44456,11.03485,2.63373,10.86407,2.622,11.03485,0.564128506
J1358+1327,209.6759643,13.45636528,1778,53883,110,1.24E+18,0.7398553,0.007356619,0.9409499,0.004846097,0.03933907,1.18E-05,46.2743768,233.4338,5.270434,251.3118304,12.56559152,239.7326129,11.98663064,10.611,0.016,-0.64,0.184,-11.251,0.184694342,0.013353901,1.041392754,0.595993357,0.005926153,0.757985906,0.003903793,0,0.9409499,0.004846097,0.757985906,0.003903793,0.484010344,0.389896443,4.485158198,2.476287706,4.895699742,3.148757025,0.3,0,13.1828763,12.35532734,0.164325376,11.85693251,0.141169172,0.235452588,0.00407452,0.241506452,0.008400667,0.99791,0.99921,0.99791,0.99921,0.99919,0.82017,0.79858,0.1671,0.82017,0.74839,2.00282,1.20874,2.00282,1.2309,1.166,4.23081,2.15566,4.23081,2.15466,2.15407,0.779902219
J0910+4421,137.7425262,44.36428859,832,52312,235,1.24E+18,0.6003534,0.01767437,0.6705179,0.01595715,0.09740596,2.51E-05,19.49256051,244.4282,10.78413,237.0741382,23.70741382,235.0009401,23.50009401,10.613,0.018,-1.127,0.341,-11.74,0.341474743,0.014199163,2.044513766,1.11822698,0.032920539,1.248916399,0.02972202,0.8876563,0.607854805,0.015967714,1.132199207,0.029741696,0.320071489,0.596169814,4.515317135,2.395081629,4.859950459,2.972552179,0.4,0,12.44195737,11.55285321,0.088948098,11.66816677,0.011333925,0.224761938,0.006025978,0.229938979,0.009686464,1,1,1.00797,,1,1.03656,1.02318,0.38243,,1.03656,1.63204,1.4337,1.63204,,1.44359,2.93474,2.38525,2.93474,,2.38797,0.767583842
J1053+4025,163.4555503,40.41986786,1435,52996,212,1.24E+18,0.6599253,0.0156532,0.675558,0.01079568,0.09766051,2.16E-05,23.62990553,203.9702,8.384321,208.8927681,20.88927681,208.4144226,20.84144226,10.643,0.016,-1.511,0.689,-12.154,0.689185751,0.010201775,1.997956911,1.232035592,0.029223458,1.261220778,0.020154799,0.986223,0.660138195,0.01544321,1.232433052,0.028831421,0.348349835,0.650345418,4.102603361,2.368854435,4.308175426,2.806992367,0.3,0,12.4388395,10.35628723,0.651157591,9.495119336,0.322548443,0.096347397,0.045942648,0.015014478,0.010205903,0.91028,0.94706,0.94874,0.93512,0.91028,2.45135,1.48045,2.45135,1.37234,2.02992,2.96916,2.29286,2.89475,2.26314,2.96916,11.18672,9.6226,11.18672,9.24756,9.92372,0.42372889
J1433+5315,218.275481,53.26530565,1327,52781,328,1.24E+18,0.8283362,0.01089989,1.00957,0.006527449,0.04501962,1.16E-05,42.26042535,217.1651,5.438961,220.3168145,11.01584073,216.9764737,10.84882368,10.648,0.018,-0.314,0.117,-10.962,0.118376518,0.018399815,1.235483625,0.758440079,0.009980143,0.924381128,0.005976654,0,1.00957,0.006527449,0.924381128,0.005976654,0.51393297,0.470566616,4.393403713,2.843421613,4.657493284,3.432103394,0.2,0,13.10770613,12.18551459,0.356773021,11.41238095,0.126919833,0.235328331,6.15E-04,0.236165543,0.006932494,0.99119,0.99863,0.99119,0.99871,0.99834,0.77829,0.75235,0.09495,0.77079,0.77829,1.24404,1.19877,0.36099,1.20944,1.24404,11.46034,2.49157,11.46034,2.30476,2.57261,0.604235654
J0854+2903,133.5150309,29.05143575,1934,53357,341,1.24E+18,0.3857147,0.01272136,0.5292465,0.0137601,0.08566204,2.44E-05,21.52094557,260.3346,10.15019,264.4389088,26.44389088,255.9150507,25.59150507,10.654,0.037,-0.691,0.617,-11.345,0.618108405,0.031672232,1.607874881,0.640498486,0.021124452,0.878840195,0.022849332,0,0.5292465,0.0137601,0.878840195,0.022849332,0.275157142,0.45691215,4.054407328,2.699473275,4.486960817,3.511492595,0.1,0,12.58700605,11.37081136,0.633618058,10.3287947,0.073401886,0.213897065,0.021534031,0.168202928,0.013516068,0.99198,0.99762,0.99198,0.99747,0.99731,0.94449,0.92247,0.3507,0.89032,0.94449,1.47088,1.44819,0.55702,1.40623,1.47088,11.67745,11.5961,11.67053,11.67745,11.64486,0.549746882
J1540+1843,235.0513914,18.71816853,2167,53889,427,1.24E+18,0.4741641,0.009152063,0.5987562,0.006354281,0.09070861,1.93E-05,24.29068805,203.2478,8.070445,196.4987395,19.64987395,187.7567041,18.77567041,10.68,0.028,-1.718,0.685,-12.398,0.685572024,0.027963354,1.52905646,0.82887472,0.015998499,1.046671137,0.011107764,0.2863149,0.560067291,0.005251055,0.979039998,0.009179242,0.293140347,0.512431504,4.159091206,2.709594006,4.326396141,3.148860532,0.2,0,12.52438643,11.52000307,0.293264388,11.15724794,0.20782992,0.175640573,0.018217818,0.134260631,0.017977443,0.947,0.99149,0.947,0.98194,0.98401,0.96349,0.90238,0.5202,0.86982,0.96349,1.5703,1.45085,0.94008,1.44256,1.5703,11.07672,4.48219,9.49019,10.05714,11.07672,0.545808507
J1150+2255,177.7028287,22.92322602,2513,54141,390,1.24E+18,0.5932583,0.009980335,0.7729632,0.007879126,0.07931966,1.61E-05,28.16730732,208.1762,6.919052,212.1050078,21.21050078,198.9607771,19.89607771,10.681,0.026,-1.403,0.854,-12.084,0.854395693,0.022177843,1.823699179,0.918981061,0.015459942,1.197351208,0.012205084,0,0.7729632,0.007879126,1.197351208,0.012205084,0.405782702,0.62857379,4.33771626,2.408455113,4.566894285,2.868632909,0.3,0,12.66632989,11.64102944,0.347384005,11.13683146,0.168539004,0.231624719,0.001255246,0.230950217,0.004589548,0.98615,0.99897,0.98615,0.99896,0.99689,1.05748,0.88078,0.69307,0.8158,1.05748,1.59213,1.34768,1.09691,1.2273,1.59213,10.86484,2.57809,10.86484,2.15308,3.10383,0.552154492
J1511-0003,227.8507878,-0.060891034,311,51665,172,1.24E+18,0.3101531,0.008151317,0.4720562,0.01156164,0.09110881,1.87E-05,28.48101248,242.886,8.489378,264.7331927,26.47331927,252.3579333,25.23579333,10.689,0.016,-1.89,0.644,-12.579,0.644198727,0.024074559,1.429413403,0.54430985,0.014305329,0.828445176,0.020290349,0,0.4720562,0.01156164,0.828445176,0.020290349,0.240341586,0.421792634,3.982413294,2.453326717,4.408685398,3.19294218,0.2,0,12.51943936,11.76215846,0.239045443,11.33115829,0.065790008,0.227481417,0.008362932,0.228425874,0.009254724,0.99735,0.99913,0.99735,0.99937,0.99891,0.74824,0.68568,0.53683,0.67472,0.74824,1.23732,1.13407,0.98788,1.10586,1.23732,10.29192,2.3862,10.29192,2.25595,2.45545,0.633140896
J1028+0643,157.0828116,6.726969445,999,52636,278,1.24E+18,0.6383833,0.0143343,0.7337843,0.006427075,0.08619596,1.85E-05,28.18238629,224.0574,7.751161,241.6372778,24.16372778,232.5176481,23.25176481,10.695,0.011,-0.604,0.084,-11.299,0.084717177,0.033323993,1.695458953,1.066010737,0.023936274,1.22531705,0.010732315,0,0.7337843,0.006427075,1.22531705,0.010732315,0.386345889,0.645143546,4.186246623,2.409525824,4.525570564,3.013645188,0.3,0,12.58036021,11.507395,0.601535573,11.27732789,0.492049157,0.190295264,0.009110412,0.166968928,0.018454297,0.97836,0.99728,0.97836,0.98671,0.99869,0.85237,0.85237,0.74439,0.79012,0.77783,1.59295,1.36079,1.59295,1.29664,1.24099,10.92643,3.16593,10.92643,4.08398,2.52952,0.584023742
J0956+6017,149.0714204,60.29290641,770,52282,232,1.24E+18,0.4684254,0.01450372,0.5886329,0.009820694,0.1141624,2.44E-05,23.02979935,204.5107,9.151789,192.6490435,19.26490435,196.9748459,19.69748459,10.702,0.014,-1.937,0.61,-12.639,0.610160635,0.031149888,2.054298191,1.003041746,0.031056891,1.260442691,0.021029103,0.1248147,0.572087426,0.008640966,1.225013782,0.018502945,0.300019245,0.642432771,4.580830369,2.932088937,4.751986837,3.387330093,0.2,0,12.23903831,11.01000778,0.396830001,11.01794262,0.403954145,0.066543425,0.037860898,0.012188983,0.031144367,0.94926,0.9763,0.94926,0.95959,0.99905,1.38112,1.19058,1.38112,1.1781,0.93036,2.16895,1.85204,2.16895,1.93753,1.42563,9.22852,5.3538,9.22852,5.88392,2.73874,0.538151921
J1426+1647,216.5968573,16.79900424,2760,54506,191,1.24E+18,0.6360242,0.009851039,0.7638805,0.005260804,0.0532232,1.04E-05,48.88132857,210.1944,4.468894,212.2298286,10.61149143,212.6887357,10.63443678,10.703,0.035,-1.073,0.593,-11.776,0.594031986,0.020501851,1.132818163,0.681765917,0.010559508,0.818817413,0.005639152,0,0.7638805,0.005260804,0.818817413,0.005639152,0.401321433,0.43018375,4.155416992,2.570121473,4.375409322,3.06180265,0.2,0,13.00020383,12.15772212,0.343493752,11.59982062,0.134301026,0.235652907,0.00237528,0.234150166,0.016558736,0.98097,0.99883,0.98097,0.99924,0.99711,0.74003,0.71664,0.39417,0.68994,0.74003,1.40187,1.20309,1.40187,1.14122,1.23435,11.255,2.44245,8.55128,2.19961,11.255,0.614902646
J1049+1527,162.4901921,15.46479591,2483,53852,292,1.24E+18,1.029876,0.02005835,1.027186,0.01036557,0.0655956,1.44E-05,33.34551276,216.3479,6.503514,230.6202135,11.53101068,228.4277607,11.42138804,10.72,0.039,-2.039,0.631,-12.759,0.632204081,0.008007278,1.687946763,1.340755922,0.026113194,1.337253914,0.013494537,0.8113045,1.02936787,0.016383077,1.340094408,0.021328497,0.522375603,0.68006069,3.985665971,2.616596386,4.264120395,3.212528939,0.2,0,12.8403944,11.7542651,0.223975267,11.30329463,0.127573056,0.231637722,0.004388142,0.234630347,0.00706239,0.99191,0.99908,0.99191,0.99912,0.99878,1.10724,1.03647,1.10724,0.9819,1.10626,1.87344,1.50218,1.87344,1.40053,1.60736,7.39482,2.75359,7.39482,2.48514,2.80101,0.640698623
J0806+0751,121.6029196,7.852563607,2570,54081,192,1.24E+18,0.5793712,0.01123957,0.7286417,0.01364406,0.1018257,2.01E-05,24.04273808,211.6176,8.519381,220.8223245,22.08223245,214.2623483,21.42623483,10.727,0.034,-1.36,0.609,-12.087,0.609948358,0.883793845,1.957912322,1.122361094,0.021773357,1.411528732,0.026431349,0,0.7286417,0.01364406,1.411528732,0.026431349,0.383756467,0.743415152,4.373514018,2.615341161,4.638430184,3.159415086,0.3,0,12.38797772,11.23945596,0.286970129,11.08834828,0.362346606,0.214986797,0.009400994,0.20670632,0.018144848,0.98255,1.00046,0.98255,0.99567,0.99992,1.12505,1.07637,0.9846,1.01099,1.12505,1.61914,1.55597,1.37502,1.47176,1.61914,9.87609,2.71066,9.87609,3.36172,2.82968,0.562083091
J0008+1417,2.236309782,14.29741598,752,52251,294,1.24E+18,0.7740041,0.01603438,0.8165042,0.009740148,0.0772306,1.90E-05,24.77948758,204.0018,7.553791,228.5061083,22.85061083,224.5069163,22.45069163,10.729,0.039,-2.013,0.65,-12.742,0.651168949,0.01898552,1.620161732,1.170246733,0.024242999,1.234504278,0.014726506,0,0.8165042,0.009740148,1.234504278,0.014726506,0.426814174,0.645316856,3.116307397,2.597455024,3.327612576,3.177827356,0,0,12.69261131,11.44369107,0.504671727,10.77694278,0.085530198,0.199297257,0.028853734,0.171513775,0.031576102,0.98357,0.99658,0.98357,0.99832,,0.99131,0.8938,0.16759,0.99131,,1.50015,1.37414,1.11562,1.50015,,11.39983,11.39983,10.93044,2.67569,,0.548318782
J1227+0850,186.8553288,8.844990841,1626,53472,570,1.24E+18,0.6399515,0.01684225,0.7421727,0.007791549,0.09350361,2.24E-05,23.0212489,228.2639,9.834383,244.7983666,24.47983666,242.6519365,24.26519365,10.73,0.043,-1.6,0.571,-12.33,0.5726168,0.02941859,1.953871725,1.149416129,0.030250345,1.333015505,0.013994392,0,0.7421727,0.007791549,1.333015505,0.013994392,0.390550254,0.701466847,4.53656206,2.716581649,4.919509246,3.416002184,0.2,0,12.48989332,11.52224488,0.077065664,11.50431642,0.300451086,0.235458018,0.007589056,0.240576301,0.00705025,0.99898,1,0.99961,1,0.99898,1.17114,0.99727,0.70214,0.96828,1.17114,1.66482,1.42456,1.66482,1.39075,1.63905,2.9086,2.39944,2.9086,2.36622,2.86331,0.749694489
J1455+2336,223.7603497,23.60299011,2148,54526,374,1.24E+18,0.4507384,0.02029478,0.5631917,0.01503231,0.1159778,2.66E-05,20.37760302,239.2396,11.77051,261.2937116,26.12937116,250.5210966,25.05210966,10.731,0.043,-1.884,0.699,-12.615,0.700321355,0.034208276,1.91265988,0.978479864,0.044056671,1.222597716,0.032632704,0,0.5631917,0.01503231,1.222597716,0.032632704,0.29493543,0.64025692,3.698127876,2.288300516,4.078896674,2.960377646,0.2,0,12.21733432,10.86277745,0.386735019,10.13033651,0.8055974,0.180204781,0.019008753,0.144308429,0.00981877,0.97774,0.98776,0.99187,0.98634,0.97774,1.18747,1.17079,1.18747,1.07368,1.15584,2.14253,1.78516,2.14253,1.64204,1.76777,10.6649,10.40979,10.60893,4.60972,10.6649,0.52772236
J1056+3921,164.0386285,39.35216239,1435,52996,109,1.24E+18,0.7242733,0.008932705,0.9210644,0.006090031,0.07203971,1.79E-05,29.58099373,230.8229,7.610725,234.1751183,23.41751183,232.0150507,23.20150507,10.733,0.025,-1.79,0.637,-12.523,0.637490392,0.005173745,1.708279373,1.027699791,0.012674965,1.306934401,0.008641384,0.1397808,0.890632678,0.005293257,1.263753637,0.007510809,0.461369077,0.654654678,4.624733872,2.378221608,4.964140956,2.937275219,0.4,0,12.75824753,12.0339704,0.069716274,12.08393921,0.105413186,0.23566442,0.001824669,0.245916104,0.005445073,0.98804,1,0.98804,,1,0.92642,0.7118,0.92642,,0.7091,1.18575,1.11125,1.18575,,1.11158,5.59944,1.81376,5.59944,,1.99625,0.714576872
J1411-0039,212.9868078,-0.651971605,303,51615,290,1.24E+18,0.6182382,0.01957725,0.6628534,0.01499846,0.117193,3.50E-05,15.82442412,241.065,13.89873,258.4018579,25.84018579,252.9017189,25.29017189,10.738,0.037,-1.112,0.72,-11.85,0.720950068,0.016961684,2.182386579,1.354272509,0.042884654,1.452003672,0.032854654,1,0.6182382,0.01957725,1.354272509,0.042884654,0.325781513,0.713635855,5.081671064,2.420419575,5.587749978,3.115619645,0.4,0,12.20283629,10.50491548,1.030401512,9.632144485,0.353973586,0.215689438,0.00744608,0.205873602,5.28E-04,0.94564,0.99694,0.94564,,0.99694,1.00552,0.95867,0.50858,,1.00552,1.53377,1.47408,1.37519,,1.53377,11.37621,11.37621,11.26538,,11.36501,0.522666457
J0937+2900,144.3534821,29.00788873,1944,53385,374,1.24E+18,0.40119,0.0158453,0.549287,0.01502864,0.1234173,2.61E-05,21.29862996,203.5435,9.802908,242.3526045,24.23526045,226.3652896,22.63652896,10.741,0.027,-1.298,0.874,-12.039,0.874416949,0.051156272,2.058757932,0.918942443,0.036294321,1.258164804,0.034423727,0,0.549287,0.01502864,1.258164804,0.034423727,0.286907925,0.657174579,3.572176229,2.64959487,3.86441874,3.317931698,0.1,0,12.12895571,10.81246857,0.621145025,10.20862366,0.462192757,0.148279548,0.020557183,0.100204705,0.033276665,0.95073,0.992,0.95073,0.991,0.96296,1.32637,0.94361,1.32637,0.96878,0.90278,2.65478,1.46865,2.65478,1.53172,1.47372,10.53853,4.63442,10.53853,4.40971,10.27576,0.505512734
J0003-1020,0.991335494,-10.34565154,650,52143,63,1.24E+18,0.7235585,0.01299928,0.7904071,0.009115526,0.07536957,1.98E-05,25.15711772,256.5598,8.129241,265.2305307,26.52305307,266.600983,26.6600983,10.746,0.036,-1.536,0.757,-12.282,0.757855527,0.027186773,1.621965517,1.069947538,0.019222423,1.168798557,0.0134794,0.2575398,0.772622196,0.007519713,1.14249949,0.011119624,0.405615682,0.599796009,4.305587359,2.191667425,4.769013393,2.854875879,0.4,0,12.71608851,11.1887666,0.836751228,10.67354431,0.442647691,0.225779978,0.004822802,0.222205256,0.002296424,0.95638,0.99847,0.95638,,0.99818,1.03079,0.9962,0.93711,,1.03079,2.54148,1.49824,2.54148,,1.54672,11.0644,2.68757,11.0644,,2.91526,0.542127632
J1513+1807,228.2866616,18.12491256,2780,54557,404,1.24E+18,0.4734514,0.00847974,0.6452206,0.00945682,0.09328379,2.13E-05,23.02955942,236.0493,8.514735,256.5650536,25.65650536,250.4431484,25.04431484,10.748,0.01,-2.16,0.525,-12.908,0.525095229,0.007950476,1.783380804,0.848582809,0.015198522,1.156450502,0.016949775,0.7577464,0.510319589,0.007158956,0.9146629,0.012831236,0.263853249,0.472913021,4.238014323,2.808255886,4.651103568,3.603372455,0.1,0,12.49260128,11.42932856,0.138554741,11.35259446,0.336484246,0.234311089,0.001157815,0.238069375,0.009789078,0.99709,1,0.99709,1,0.99893,1.68045,0.99128,1.68045,0.96714,1.15505,2.20755,1.42167,2.20755,1.3899,1.60685,8.76745,2.4099,8.76745,2.38548,2.8769,0.549617038
J1609+0047,242.4771051,0.791814937,345,51690,457,1.24E+18,0.5368569,0.02245599,0.6430748,0.01285441,0.1163963,2.39E-05,21.93923344,220.1091,9.980623,293.6238347,29.36238347,254.9027169,25.49027169,10.749,0.07,-1.144,0.952,-11.893,0.95457006,0.039929306,2.098203428,1.169074405,0.048900784,1.400377436,0.027992118,0,0.6430748,0.01285441,1.400377436,0.027992118,0.339248117,0.738756063,3.67317399,2.45747658,4.201108749,3.365630709,0.1,0,12.21233864,11.10289109,0.445216764,10.35476198,0.038116547,0.192942894,0.024537246,0.171560376,0.022387206,0.98876,0.99769,0.98876,0.99786,0.99746,0.97776,0.8844,0.19665,0.97776,0.76551,1.60431,1.35432,1.60431,1.4826,1.1793,11.28033,11.28033,10.53868,11.24414,11.27377,0.54458966
J1453+4254,223.33187,42.91569557,1290,52734,438,1.24E+18,0.5975483,0.01564842,0.6515527,0.01097052,0.1148506,3.03E-05,18.76631165,234.4066,11.77203,239.9283807,23.99283807,229.5067271,22.95067271,10.751,0.086,-1.167,0.877,-11.918,0.881206559,0.040812127,2.023142539,1.286232047,0.033683468,1.402477361,0.023614216,0.137814,0.643829655,0.009631014,1.385853386,0.020730908,0.339653295,0.731109022,5.745552845,2.743484294,6.200997763,3.42141081,0.3,0,12.23080416,11.36839519,0.06867245,11.1842301,0.278766425,0.22257658,0.003414593,0.217092012,0.013149998,0.98992,1,0.98992,0.99962,0.99856,1.07298,0.84613,0.4801,1.00198,1.07298,1.60559,1.26813,1.46382,1.51493,1.60559,4.17039,2.19004,4.17039,2.64592,2.80249,0.724056714
J1510+0546,227.7446353,5.770808639,4878,55710,410,1.24E+18,0.9655152,0.02780859,0.8291803,0.01448832,0.07419921,1.43E-05,39.37388726,299.1888,6.479671,317.7759592,15.88879796,308.116838,15.4058419,10.758,0.024,-1.729,0.66,-12.487,0.660436219,0.052215698,1.458988132,1.40749855,0.040538513,1.208753699,0.02112063,0.7481602,0.929201604,0.020436013,1.354561699,0.029790996,0.47877922,0.697949714,4.720035265,2.286631946,5.556317517,3.269864551,0.3,0,12.73088401,12.09009999,0.014460793,12.12682079,0.034617629,0.239873913,0.0044012,0.255581286,0.004757251,0.99929,1,0.99929,1,1,0.73888,0.66276,0.73888,0.65942,0.67253,1.12066,1.05565,1.12066,1.04417,1.08236,2.65951,1.7262,2.65951,1.70508,2.06113,0.840690681
J1055+4044,163.9954809,40.74217596,1435,52996,462,1.24E+18,0.5533814,0.02397166,0.6386562,0.01218048,0.1278529,2.65E-05,18.84758791,203.0243,10.23938,217.1093857,21.71093857,215.5416282,21.55416282,10.768,0.021,-1.73,0.742,-12.498,0.74229711,0.015605823,2.265091776,1.306486278,0.056595044,1.507812806,0.028757074,0.465246,0.59746026,0.013495077,1.410552706,0.031860725,0.314306273,0.742050299,3.955261567,2.742914961,4.181564719,3.293523363,0.1,0,12.07669077,10.89242302,0.235148479,10.58571698,0.535422729,0.205417145,0.015339388,0.197553219,0.025914886,0.95439,0.99482,0.95489,0.99721,0.95439,1.50996,1.15321,1.2653,1.10355,1.50996,2.64902,1.78533,2.64902,1.71629,2.33641,10.32872,3.27556,9.50531,3.02555,10.32872,0.496075572
