GALAXY ID,ra,dec,plate,mjd,fiberid,objid,deVRad_r,deVRadErr_r,expRad_r,expRadErr_r,z,zErr,SNR,velDisp_SDSS,velDispErr_SDSS,velDisp_ppxf_full,velDisp_ppxf_err_full,velDisp_ppxf_res,velDisp_ppxf_err_res,logM*,errlogM*,logSFR,errlogSFR,logsSFR,errlogsSFR,petroR50Errkpc_r,petroR50kpc_r,deVRadkpc_r,deVRadErrkpc_r,expRadkpc_r,expRadErrkpc_r,fracDev_r,meanRad_r,meanRadErr_r,meanRadkpc_r,meanRadErrkpc_r,meanRad_kids,meanRadkpc_kids,Mgb_ssp,Fe_avg_ssp,Mgb_sigmacorr,Fe_avg_sigmacorr,MgFe,alphaFe_flag,univ_age,age_mean_mass,age_err_mass,age_mean_light,age_err_light,[M/H]_mean_mass,[M/H]_err_mass,[M/H]_mean_light,[M/H]_err_light,Mtbb3,Mtbb3_unr,Mtbb3_reg,Mtbb3_alphaplus,Mtbb3_alphamin,t_75,t_75_unr,t_75_reg,t_75_alphaplus,t_75_alphamin,t_90,t_90_unr,t_90_reg,t_90_alphaplus,t_90_alphamin,t_100,t_100_unr,t_100_reg,t_100_alphaplus,t_100_alphamin,DoR
J2350+0609,357.70492,6.15819457,4405,55854,591,1.24E+18,0.9601405,0.01763593,0.9244786,0.008167007,0.05517982,1.38E-05,34.77204544,239.7347,6.612304,272.5609683,13.62804842,255.4430645,12.77215323,10.564,0.028,-1.549,0.783,-12.113,0.783500479,11.59376078,6.439735069,1.064547125,0.019553678,1.025007315,0.009055095,0.9959431,0.959993079,0.01756172,1.064383674,0.019471398,0.492420744,0.545967062,4.403193516,2.192902552,4.916440792,2.893391719,0.4,1,12.97474611,11.65166123,0.482802707,11.03528614,0.144156748,0.234227153,0.001209229,0.225849112,0.019007358,0.97117,0.99889,0.97117,,0.99837,0.99123,0.94623,0.97233,,0.99123,1.41404,1.35128,1.39994,,1.41404,10.84242,2.3842,10.84242,,2.45802,0.564629699
J1647+2956,251.9555515,29.94959628,1342,52793,503,1.24E+18,0.4098055,0.01689052,0.5481073,0.01545708,0.1043092,2.72E-05,19.2359607,236.409,10.64699,263.3656398,26.33656398,247.8065588,24.78065588,10.572,0.023,-1.089,0.61,-11.661,0.610433453,0.02599666,1.800497289,0.810913156,0.03342255,1.084581394,0.030586094,0,0.5481073,0.01545708,1.084581394,0.030586094,0.286222205,0.566369538,4.321233755,1.963948126,4.776734196,2.549941404,0.4,1,12.35779044,11.13709777,0.133259899,10.71840064,0.541803687,0.167040127,0.009605878,0.14386499,0.011613638,0.97278,0.98917,0.97278,,0.99004,1.17175,1.17175,0.42634,,1.15209,1.74192,1.74192,0.78766,,1.68151,10.73174,4.52743,7.34051,,10.73174,0.529239205
J1437+1800,219.3350999,18.00774275,2775,54535,128,1.24E+18,0.3130011,0.01072421,0.4187675,0.01004117,0.113869,2.84E-05,17.70653308,209.6292,11.18867,202.7961929,20.27961929,207.2667883,20.72667883,10.579,0.025,-1.621,0.83,-12.2,0.830376421,0.041516093,1.489885768,0.668733205,0.022912492,0.894705265,0.021453164,0.4365676,0.368789877,0.007433265,0.787927059,0.015881322,0.171637864,0.36670778,4.89690225,1.869112651,5.117852852,2.193543682,0.4,1,12.24255115,10.45558972,0.481841919,10.20850942,0.819745412,0.143006458,0.028212366,0.117679651,0.033861092,0.82602,0.97907,0.92922,,0.82602,1.71939,1.22036,1.54502,,1.71939,5.20643,1.91359,2.48573,,5.20643,10.5935,4.74365,10.5935,,9.95189,0.436232253
J0921+6020,140.3406738,60.3343248,485,51909,432,1.24E+18,1.00887,0.01716284,0.7979322,0.007560016,0.05781955,2.00E-05,29.91853077,260.1188,8.826856,281.6913161,28.16913161,265.2179445,26.52179445,10.603,0.014,-1.062,0.152,-11.665,0.152643375,0.00866373,1.293897699,1.168417362,0.019877051,0.924120884,0.008755592,1,1.00887,0.01716284,1.168417362,0.019877051,0.513632952,0.59486124,3.922050141,1.704636367,4.424379766,2.285653121,0.4,1,12.94051092,11.26895395,0.776993004,11.1303198,0.688821652,0.109111619,0.029413279,0.067046761,0.04185149,0.8728,0.97125,0.8728,,0.97637,1.24682,1.14077,1.24682,,0.99775,3.10466,1.72799,3.10466,,1.56114,11.23258,4.59661,10.91191,,11.23258,0.486632385
J0807+5317,121.8080087,53.29427742,1781,53297,341,1.24E+18,0.7266138,0.01370927,0.8186942,0.01110354,0.08315293,2.39E-05,21.29857637,228.2801,9.625464,263.5662527,26.35662527,257.0522402,25.70522402,10.652,0.03,-1.833,0.743,-12.485,0.743605406,0.015687269,1.774864765,1.174671439,0.022162926,1.323532108,0.017950404,0.5374284,0.767844381,0.009155553,1.24132636,0.014801215,0.403271668,0.65194428,5.917170209,1.842559307,6.542307897,2.393169592,0.4,1,12.61830374,11.61198378,0.411444322,11.09646244,0.285904618,0.222757547,0.005072938,0.20765902,0.022376025,0.95178,1,0.95178,,0.9985,0.88714,0.71451,0.80457,,0.88714,2.75532,1.11047,2.75532,,1.38459,3.59529,2.05288,3.59529,,2.58137,0.7619791
J1346+6021,206.6492166,60.36175994,787,52320,352,1.24E+18,0.7521591,0.01050602,0.8780991,0.009848879,0.07141962,1.58E-05,23.60100711,210.6564,7.790779,217.654385,21.7654385,214.4935257,21.44935257,10.677,0.043,-1.615,0.864,-12.292,0.865069361,0.009316645,1.57454531,1.058853503,0.014789871,1.236145794,0.013864779,0.5580882,0.80541763,0.007440141,1.133828307,0.010473874,0.421513377,0.593386314,5.356114372,2.259621429,5.665177408,2.715619111,0.4,1,12.76612008,11.63786164,0.31929258,11.10594836,0.253416958,0.218291795,0.016375768,0.201160484,0.020314981,0.9775,0.99909,0.9775,,0.99852,1.05273,0.91696,0.86401,,1.05273,1.56269,1.3452,1.23144,,1.56269,10.06883,2.51363,10.06883,,2.73901,0.572857753
J1558+2707,239.7387863,27.12821166,1392,52822,191,1.24E+18,0.4260013,0.01374917,0.5695722,0.01359439,0.08950952,2.74E-05,18.1122926,217.0086,10.79855,242.0997323,24.20997323,238.4262454,23.84262454,10.692,0.02,-0.466,0.122,-11.158,0.123628476,0.024269976,1.630507262,0.735863839,0.023749967,0.983864569,0.023482604,0,0.5695722,0.01359439,0.983864569,0.023482604,0.298585852,0.515769626,3.957532863,1.760201485,4.280245444,2.203250296,0.4,1,12.53922545,11.21805879,0.639393841,11.16537254,0.607313642,0.154424567,0.026172994,0.112598173,0.041223747,0.98526,0.98584,0.99003,,0.98526,2.08444,1.00455,2.08444,,0.95403,2.57765,1.63513,2.57765,,1.50419,10.45509,4.38346,10.45509,,6.33059,0.482388888
J1317+4336,199.4989467,43.61413941,1376,53089,237,1.24E+18,0.6432661,0.02450492,0.7426673,0.01232111,0.1133481,4.02E-05,14.8403482,286.9424,15.69608,304.6991538,30.46991538,302.1612484,30.21612484,10.718,0.032,-1.738,0.695,-12.456,0.695736301,0.01993873,2.42862495,1.368881203,0.052146887,1.580408648,0.026219532,0.9876366,0.644409873,0.024245349,1.371315172,0.051594515,0.339964574,0.723450397,4.547556644,2.126106631,5.269659961,2.969932192,0.4,1,12.24879131,11.53682111,0.208958465,11.39430377,0.478891522,0.218371102,0.005207407,0.223519034,0.008079847,0.99888,1,0.99987,,0.99888,1.02751,0.87857,0.24503,,1.02751,1.5397,1.31512,0.56881,,1.5397,2.70548,2.23354,2.70498,,2.70548,0.773921487
J0908+0553,137.2345538,5.88930011,1193,52652,394,1.24E+18,0.5653356,0.02886449,0.5969605,0.01023313,0.1269458,2.77E-05,17.7501971,202.5645,9.908498,220.8017381,22.08017381,214.6021823,21.46021823,10.728,0.028,-1.565,0.812,-12.293,0.812482615,0.051301282,2.010624006,1.326606988,0.067732926,1.400817445,0.02401289,0.4107185,0.583762931,0.013587864,1.369848252,0.031885053,0.306632066,0.719537636,3.952718555,2.145067317,4.192071388,2.591222033,0.4,1,12.08735331,10.79525738,0.634275836,10.37872299,0.353929384,0.165088759,0.018681495,0.141175617,0.008165689,0.95751,0.9874,0.95751,,0.99717,0.94932,0.94932,0.56248,,0.88234,1.52858,1.52858,1.03738,,1.39491,10.80966,4.48428,10.80966,,10.36072,0.549273176
J1513+1247,228.4095427,12.78473341,2752,54533,70,1.24E+18,0.5865527,0.01796347,0.6219056,0.01090926,0.1210112,2.76E-05,14.43761197,220.9841,12.22193,299.7551327,29.97551327,275.9444538,27.59444538,10.759,0.073,-1.049,0.914,-11.808,0.916910574,0.015743267,1.995212104,1.320950381,0.040454767,1.400567143,0.02456828,0,0.6219056,0.01090926,1.400567143,0.02456828,0.327786811,0.738194732,4.847313933,1.72357102,5.584134701,2.38645965,0.4,1,12.15744045,10.91592677,0.528401054,10.19711465,0.055057717,0.210444685,0.009060818,0.197965457,0.02066252,0.99115,0.99769,0.99115,,0.99765,0.93131,0.93131,0.35473,,0.90683,1.52856,1.45507,1.52856,,1.4065,11.23264,11.22511,10.75184,,11.23264,0.553891583
J0943+0553,145.8313591,5.89552094,993,52710,495,1.24E+18,0.5821983,0.01415136,0.7315502,0.01688475,0.09154072,1.89E-05,29.03699251,239.331,8.388958,250.1456039,25.01456039,240.0352655,24.00352655,10.764,0.019,-0.491,0.381,-11.255,0.381473459,0.052789939,1.919732828,1.026069975,0.024940447,1.28928871,0.02975779,0,0.7315502,0.01688475,1.28928871,0.02975779,0.385222085,0.678917844,4.739940163,1.959492442,5.167665118,2.486632288,0.4,1,12.51410338,11.34514089,0.695386229,10.54824313,0.132002317,0.213253973,0.02026327,0.19624881,0.010395281,0.96626,0.99775,0.96626,,0.998,0.77427,0.64163,0.01335,,0.77427,1.70584,1.04717,1.70584,,1.26633,11.5689,11.5689,11.2978,,11.51416,0.581165834
J1427+2107,216.9064433,21.12223643,2788,54553,355,1.24E+18,0.4562062,0.01776935,0.5881065,0.008831287,0.09749976,1.88E-05,26.85994425,212.1314,7.40971,256.7954871,25.67954871,235.7050251,23.57050251,10.791,0.024,-0.244,0.129,-11.035,0.131213566,0.030482635,1.730518729,0.850462231,0.033125725,1.096351532,0.016463336,0,0.5881065,0.008831287,1.096351532,0.016463336,0.309075295,0.576179948,3.874115783,1.97600994,4.252759398,2.536499235,0.4,1,12.44080833,10.43893898,1.14923464,9.514704392,0.500216493,0.161868672,0.034399834,0.076794678,0.045554549,0.95737,0.98788,0.95737,,0.98358,1.17841,1.01369,1.15816,,1.17841,2.09685,1.49739,2.09685,,1.69489,11.52262,11.52262,11.06561,,11.3198,0.503913845
J0815+1252,123.8824491,12.8763706,2420,54086,570,1.24E+18,0.7923852,0.01733091,0.8985891,0.01426954,0.08958092,1.53E-05,33.42356805,203.2327,6.362772,212.7697669,10.63848835,209.6541758,10.48270879,10.794,0.029,-1.838,0.665,-12.632,0.66563203,0.034704037,2.025893375,1.36972414,0.029958366,1.55330915,0.024666454,0,0.8985891,0.01426954,1.55330915,0.024666454,0.464991032,0.803787655,4.498221375,2.063725836,4.738455245,2.460666209,0.4,1,12.53834117,11.40355777,0.384399229,10.76984789,0.454518731,0.198164171,0.018177857,0.172130607,0.008675516,0.99103,0.99667,0.99103,,0.99191,0.96379,0.85103,0.48295,,0.96379,1.51622,1.36807,0.84007,,1.51622,11.03557,3.47424,10.09278,,11.03557,0.561832678
J1025+1732,156.3427381,17.54240596,2589,54174,629,1.24E+18,0.5132975,0.01370724,0.6065273,0.007365296,0.1094083,1.79E-05,27.902447,211.8599,7.150182,225.9267962,22.59267962,219.1448304,21.91448304,10.795,0.031,-1.391,0.785,-12.186,0.785611863,0.026217292,1.852142984,1.059118041,0.028282984,1.251484773,0.015197264,0,0.6065273,0.007365296,1.251484773,0.015197264,0.319337964,0.658909499,3.819322622,1.810216482,4.068858815,2.205242313,0.4,1,12.29613385,10.80994713,0.487560277,10.09318699,0.975680238,0.181274195,0.01861706,0.146225569,0.012152077,0.92604,0.98173,0.92604,,0.97422,1.62582,0.92802,1.62582,,1.16164,2.60891,1.46088,2.60891,,1.73323,10.72409,4.27092,10.15732,,10.72409,0.472784737
J1431+5115,217.758678,51.25452888,1046,52460,523,1.24E+18,0.5980267,0.01908499,0.7345721,0.01120219,0.1193914,2.89E-05,18.82905261,222.0328,11.61198,256.1090413,25.61090413,239.9927721,23.99927721,10.821,0.012,-1.925,0.584,-12.746,0.584123275,0.030155236,2.437705235,1.331222843,0.042483679,1.635176422,0.024936364,0.1110688,0.717983471,0.010060315,1.598249707,0.02239452,0.378360537,0.842240305,4.54702304,2.113858441,4.987857065,2.71022838,0.4,1,12.17666967,10.86629192,0.454344158,10.26845257,0.340722846,0.197605591,0.007299249,0.163859499,0.030613968,0.94489,0.99468,0.94489,,0.9894,1.10149,0.99131,0.56133,,1.10149,1.99388,1.53403,1.99388,,1.66793,10.77675,3.68104,10.529,,10.77675,0.523758312
J1307+2100,196.8485828,21.00928638,2617,54502,372,1.24E+18,0.5785396,0.01461347,0.7436067,0.01044788,0.1211622,2.35E-05,25.24521134,237.1651,9.024833,266.8034091,26.68034091,260.278684,26.0278684,10.824,0.026,-1.259,0.866,-12.083,0.866390212,0.0323194,2.58814649,1.304305424,0.032945762,1.676445747,0.023554527,0.5815093,0.642617942,0.010167281,1.448768706,0.022921923,0.339002777,0.764274667,4.10652216,2.026827485,4.556287192,2.647418237,0.4,1,12.15565006,11.04004053,0.525126945,10.59632205,0.282215806,0.21645107,0.014693494,0.189907487,0.044867071,0.97867,0.99908,0.97867,,0.99569,0.78141,0.7497,0.36001,,0.78141,1.20566,1.17028,0.61735,,1.20566,10.06411,2.21594,10.06411,,9.50882,0.616062848
J0056-0114,14.07561506,-1.241840161,395,51783,259,1.24E+18,1.948641,0.01826752,1.805024,0.007023374,0.04361263,1.17E-05,44.18714036,235.3581,5.375578,260.2303923,13.01151962,242.0885174,12.10442587,10.856,0.012,-0.332,0.096,-11.188,0.096747093,0.009823505,1.609430442,1.731364409,0.016230662,1.603760934,0.006240257,0.9091286,1.935131427,0.016506575,1.719361175,0.014666065,0.84660362,0.752205961,4.404827922,2.087710325,4.852871153,2.69588799,0.4,1,13.12626869,11.72256753,0.826268443,10.51508229,0.140508618,0.221250861,0.01647646,0.185767112,0.025871686,0.98795,0.99747,0.98795,,0.99753,0.88351,0.78463,0.75863,,0.88351,1.38522,1.20749,1.01123,,1.38522,12.23086,12.23086,12.16867,,12.22128,0.558472583
J1452+2229,223.0734063,22.48712931,2144,53770,79,1.24E+18,0.7816109,0.01747642,0.8132399,0.01150234,0.1159605,3.75E-05,22.91360217,334.7174,13.33021,368.3725874,36.83725874,359.3318648,35.93318648,10.872,0.075,-0.87,0.713,-11.742,0.716933749,0.01643116,2.056212051,1.696530826,0.037933562,1.765183366,0.024966482,1,0.7816109,0.01747642,1.696530826,0.037933562,0.410006011,0.889941321,4.341202283,1.551872818,5.443880039,2.429478481,0.4,1,12.21754089,11.48358253,0.066444481,11.24754947,0.513609967,0.223059361,0.015370396,0.205404868,0.046111232,0.99625,1,0.99925,,0.99625,0.84965,0.71023,0.47789,,0.84965,1.28516,1.13699,0.65583,,1.28516,9.50955,2.10182,2.63711,,9.50955,0.621223356
J1443+1423,220.9813219,14.39273751,2749,54241,467,1.24E+18,0.5841945,0.01559049,0.7027354,0.01725626,0.1377777,2.34E-05,26.09675909,231.2287,10.02627,216.3014029,21.63014029,215.5458085,21.55458085,10.873,0.014,-1.997,0.558,-12.87,0.5581756,0.029304688,2.651338716,1.469674682,0.039221438,1.767891388,0.043412063,0.6036361,0.628578425,0.011830688,1.581332583,0.029762797,0.33142034,0.833763554,4.177855716,1.922450691,4.413892558,2.305334763,0.4,1,11.9608915,10.33138456,0.315668756,9.750620934,0.780012042,0.116240109,0.04096676,-0.004502581,0.076499851,0.95501,0.95501,0.97131,,0.96553,1.69089,1.32005,1.69089,,1.28964,2.46196,1.99562,2.46196,,1.87999,9.65722,5.39675,9.65722,,9.40691,0.500612215
J0744+3951,116.1309524,39.8573123,432,51884,113,1.24E+18,0.8549011,0.01973881,0.9126032,0.00726335,0.0846812,1.54E-05,33.00609223,231.0908,6.255658,249.6459714,12.48229857,240.2723236,12.01361618,10.886,0.015,-1.906,0.615,-12.792,0.6151829,0.022492739,1.910161634,1.404957776,0.032439068,1.499786305,0.011936702,0,0.9126032,0.00726335,1.499786305,0.011936702,0.47133181,0.774594034,4.58755768,2.246274138,4.998999192,2.848120555,0.4,1,12.59922769,11.60463966,0.46439705,10.961191,0.040519472,0.228915727,0.004163859,0.21872372,0.016236241,0.99007,0.99855,0.99007,,0.99848,0.70063,0.67736,0.39289,,0.70063,1.10142,1.07481,0.69452,,1.10142,10.21657,2.08014,10.21657,,2.08462,0.649461268
J1318+0114,199.6639135,1.236766601,4006,55328,416,1.24E+18,0.8823985,0.01087661,0.9208124,0.005859501,0.0784511,1.13E-05,47.73410183,244.8348,5.266136,251.5038908,12.57519454,249.0319349,12.45159674,10.893,0.009,-0.756,0.17,-11.649,0.170238069,0.01367847,1.820243466,1.353279274,0.016680775,1.412192265,0.008986349,0,0.9208124,0.005859501,1.412192265,0.008986349,0.475023522,0.728513803,5.578442736,2.434351021,6.090250511,3.096454185,0.4,1,12.67724752,11.59599011,0.496992314,11.04614329,0.213988662,0.23243775,0.003293424,0.22879596,0.015022539,0.98177,0.99921,0.98177,,0.99852,0.86812,0.65993,0.66471,,0.86812,1.33154,1.06697,1.16878,,1.33154,10.37611,2.07295,10.37611,,2.62619,0.5981538
J1227-0313,186.771293,-3.221644328,334,51993,218,1.24E+18,0.5920672,0.01247057,0.5507669,0.01107092,0.1653458,2.22E-05,25.19502134,201.9958,8.161725,197.0021184,19.70021184,204.4417842,20.44417842,10.896,0.076,0.684,0.558,-10.212,0.563151845,0.015725734,2.375620944,1.733116385,0.036504216,1.612220942,0.03240712,1,0.5920672,0.01247057,1.733116385,0.036504216,0.31129531,0.911232715,3.35197821,1.585444302,3.488094979,1.843903403,0.4,1,11.64735247,6.662440238,1.386792334,4.841838964,2.126580543,-0.049829791,0.159008721,-0.158570572,0.138723504,0.59115,0.77499,0.69047,,0.59115,9.40913,2.57423,3.67515,,9.40913,9.92591,6.2429,5.04538,,9.92591,10.93128,10.54148,10.93128,,10.61463,0.255289597
J1445+3026,221.3652012,30.44184791,2141,53764,370,1.24E+18,0.7519254,0.01756074,0.8455305,0.0138923,0.1294543,2.20E-05,23.50621314,219.4323,10.03944,220.9306097,22.09306097,215.3147065,21.53147065,10.923,0.016,-1.874,0.579,-12.797,0.579221029,0.015966665,2.557198418,1.794199845,0.041902397,2.017554789,0.033148983,0.4642339,0.800708542,0.011182306,1.910603287,0.026682555,0.419250798,1.000391418,4.012476928,1.581264184,4.255922335,1.910556002,0.4,1,12.05789942,10.29777188,0.68343766,9.257041485,1.562426179,0.135274989,0.029349734,0.091749444,0.015577491,0.84268,0.9682,0.84268,,0.92338,2.34807,0.8678,2.34807,,0.94716,3.74322,1.50825,3.74322,,1.79099,10.49625,5.21895,8.50668,,10.49625,0.414395543
J0901+1352,135.260483,13.86932972,2434,53826,248,1.24E+18,0.7563517,0.01668906,0.6729745,0.01189716,0.1336478,2.37E-05,22.56519039,241.2144,10.53082,248.9517335,24.89517335,238.3902501,23.83902501,10.924,0.027,-1.182,0.816,-12.106,0.816446569,0.020161988,2.356232947,1.854383883,0.040917372,1.649963987,0.02916884,1,0.7563517,0.01668906,1.854383883,0.040917372,0.39760327,0.974823083,3.698826558,2.005462603,4.027733455,2.539762886,0.4,1,12.00888658,10.15519786,0.934643486,9.02341281,0.744873326,0.127022918,0.036194551,0.083839636,0.009332692,0.91773,0.9773,0.91773,,0.94328,1.22609,0.85575,1.22609,,0.93334,2.44222,1.46538,2.44222,,1.72849,11.11627,11.11627,10.80732,,10.49341,0.486050081
J1138+3355,174.502185,33.93234825,2098,53460,511,1.24E+18,0.4799855,0.01224818,0.5164149,0.01182117,0.2379477,2.77E-05,22.39478216,229.5117,12.29869,214.5131137,21.45131137,219.1781816,21.91781816,10.93,0.053,1.607,0.049,-9.323,0.07218033,0.02299951,3.923827172,1.868136156,0.047670748,2.009921854,0.046008796,1,0.4799855,0.01224818,1.868136156,0.047670748,0.245290011,0.954685378,2.479452543,1.477401693,2.615628746,1.766526574,0.4,1,10.87544054,3.805085619,1.988793931,1.84488374,0.297221464,0.0617726,0.088777384,0.020725606,0.068812348,0.527,0.79649,0.66472,,0.527,9.33801,2.31196,3.72715,,9.33801,9.77841,6.81289,8.90369,,9.77841,10.36296,10.36289,10.36296,,10.36,0.230677515
J1214+3644,183.5720058,36.74441207,2105,53472,541,1.24E+18,0.4015946,0.01544125,0.5175288,0.01280474,0.1474463,3.22E-05,18.14419277,294.0609,14.1647,291.6895961,29.16895961,282.635146,28.2635146,10.938,0.037,-1.826,0.634,-12.764,0.635078735,0.039611909,2.317938114,1.069485892,0.041121566,1.378230062,0.034100281,0.4969995,0.456238246,0.010404433,1.215007292,0.027708028,0.23034436,0.61342967,4.709388433,2.194067842,5.37410727,2.99455317,0.4,1,11.84958369,10.94440588,0.098219651,10.95210001,0.212041655,0.229553032,0.003956267,0.233403727,0.003802554,0.99636,1,0.99636,,0.99907,1.16788,0.95327,0.71608,,1.16788,1.70115,1.37237,1.44236,,1.70115,6.2336,2.29948,6.2336,,3.11646,0.652499769
J1105+5012,166.4750918,50.21398623,877,52353,159,1.24E+18,0.4422521,0.0163951,0.5881706,0.007728408,0.1320986,2.43E-05,22.01082675,240.9728,10.26559,264.3057392,26.43057392,246.8217924,24.68217924,10.94,0.034,-1.602,0.687,-12.542,0.687840825,0.023009688,2.15130806,1.073605268,0.039800525,1.427835062,0.01876138,0,0.5881706,0.007728408,1.427835062,0.01876138,0.309111283,0.750394406,4.18497107,2.029256819,4.630789226,2.639057629,0.4,1,12.02696053,10.72402689,0.394837558,9.595994424,1.210820733,0.209015809,0.015789679,0.201664619,0.012652864,0.95823,0.99828,0.99552,,0.95823,1.28149,0.8153,0.04963,,1.28149,2.08133,1.33548,1.1882,,2.08133,10.84816,2.51348,10.84202,,10.84816,0.501538852
J1535+3723,233.8231719,37.38641399,1294,52753,203,1.24E+18,0.4569565,0.0139335,0.5880944,0.01149985,0.1517189,3.49E-05,14.84051223,257.2486,14.78048,259.9208019,25.99208019,261.3174359,26.13174359,10.952,0.015,-1.955,0.576,-12.907,0.576195279,0.055478314,2.655599761,1.246193439,0.037998882,1.60382746,0.03136193,0,0.5880944,0.01149985,1.60382746,0.03136193,0.309068501,0.84287922,4.760591064,2.001166574,5.243099914,2.582744082,0.4,1,11.8008624,10.88441867,0.075932503,10.99363053,0.157563059,0.220912367,0.005659653,0.229064763,0.003952367,0.98426,1,0.98426,,1,1.00029,1.00029,0.5769,,0.94965,2.03097,1.47803,2.03097,,1.39485,3.77463,2.49664,3.77463,,2.28674,0.74119074
J1350+2732,207.6414814,27.54058291,2114,53848,79,1.24E+18,0.5754088,0.01385051,0.6751471,0.013289,0.1400015,2.60E-05,22.39563699,228.9052,10.27135,229.6061967,22.96061967,237.5332183,23.75332183,10.955,0.027,-1.802,0.629,-12.757,0.629579225,0.035147767,2.393269246,1.467247509,0.035317719,1.721572386,0.033885912,0,0.6751471,0.013289,1.721572386,0.033885912,0.3562589,0.908432377,4.963684398,2.171281055,5.305550093,2.661293209,0.4,1,11.93516005,10.02608522,0.481307261,9.126814026,1.52733882,0.134909304,0.016628535,0.110513635,0.014355074,0.88457,0.96744,0.94985,,0.88457,1.51094,1.30904,1.51094,,1.45608,4.91295,1.93173,2.0475,,4.91295,10.31857,7.62778,10.15187,,10.31857,0.46986259
J1449+2523,222.4971382,25.39664133,2143,54184,527,1.24E+18,0.7237188,0.02126246,0.7536679,0.01199197,0.1568012,2.98E-05,16.43208052,205.2644,11.15606,231.6878937,23.16878937,241.4334893,24.14334893,10.99,0.016,-1.704,0.641,-12.694,0.641199657,0.020261994,2.912541202,2.028242177,0.059588639,2.112175368,0.033607831,0,0.7536679,0.01199197,2.112175368,0.033607831,0.396273381,1.110567233,4.244866957,2.052429864,4.545888325,2.524366945,0.4,1,11.74327616,9.490127764,0.868869784,8.34997847,1.044064557,0.156817937,0.032290459,0.117322813,0.031871655,0.91255,0.96276,0.93293,,0.91255,1.86909,1.32707,1.62692,,1.86909,2.88272,2.06998,2.52999,,2.88272,10.85027,8.3497,10.85027,,10.66078,0.438570825
J1142+0952,175.7369629,9.882326698,1226,52734,301,1.24E+18,1.234535,0.02463774,1.025025,0.01160546,0.08361635,1.95E-05,19.56557158,232.2728,9.421387,226.5129494,22.65129494,229.3024279,22.93024279,10.998,0.02,-1.354,0.653,-12.352,0.653306207,0.024605505,2.247548241,2.005833113,0.040030615,1.665427944,0.018856181,0.9234148,1.217076007,0.022453922,1.977466297,0.036482416,0.598701457,0.972751041,4.927374299,2.333823148,5.252053505,2.845868702,0.4,1,12.612515,11.37640861,0.561942686,10.73775007,0.169250884,0.205499917,0.022059389,0.192057577,0.012709119,0.96202,0.99842,0.96202,,0.99756,0.96063,0.86913,0.76249,,0.96063,2.54691,1.36178,2.54691,,1.49607,11.62362,2.58261,10.55706,,11.62362,0.538806014
J2334+1405,353.6576496,14.09024685,746,52238,40,1.24E+18,0.8447561,0.0344165,0.8452499,0.01751277,0.1375294,3.32E-05,16.21664774,222.3922,13.47133,301.4152004,30.14152004,241.9940626,24.19940626,11.002,0.026,-1.966,0.566,-12.968,0.566596858,0.018485366,2.821367835,2.121942278,0.086450783,2.123182654,0.043990315,0,0.8452499,0.01751277,2.123182654,0.043990315,0.440392996,1.106222869,3.228541127,1.747339654,3.726618338,2.426552747,0.4,1,11.96376942,10.44489585,0.500315384,9.367547894,0.354037437,0.186592407,0.041891458,0.130096608,0.012624755,0.98375,0.99736,0.98375,,0.99657,1.19637,1.19637,0.59751,,1.17735,2.14894,1.69702,2.14894,,1.67223,11.17195,11.08473,10.83308,,11.17195,0.508791891
J0956+0418,149.1807068,4.312322678,572,52289,397,1.24E+18,0.6480322,0.02481914,0.7183537,0.0188609,0.1541788,2.52E-05,22.80554653,254.1322,10.70228,248.3057468,24.83057468,253.0466443,25.30466443,11.005,0.019,-0.046,0.2,-11.051,0.200900473,0.04194905,2.850008199,1.790999974,0.068593936,1.985351126,0.052126841,0.02128668,0.716780084,0.018428245,1.981002042,0.050931089,0.377748791,1.044003792,3.830463151,1.962764708,4.168361479,2.48293978,0.4,1,11.77294013,9.931817284,0.65120145,9.172150541,0.872811456,0.170252307,0.014042037,0.135151956,0.025544481,0.86015,0.98981,0.86015,,0.90911,2.26633,1.06121,2.26633,,1.3537,3.19375,1.61094,3.19375,,2.64484,10.20859,4.18537,10.20859,,10.09848,0.424368716
J1040+3955,160.1958741,39.93106303,1432,53003,552,1.24E+18,0.8629768,0.03064589,0.7936662,0.01227452,0.1385788,3.90E-05,18.8858974,324.3392,15.0597,339.0453443,33.90453443,331.0201049,33.10201049,11.012,0.067,-0.735,0.713,-11.747,0.716141048,0.038501347,2.408503504,2.181663094,0.07747486,2.006441259,0.031030808,1,0.8629768,0.03064589,2.181663094,0.07747486,0.448651896,1.134222013,4.884222634,2.083568841,5.902160341,3.095363546,0.4,1,11.951613,10.90594372,0.055952258,10.74289518,0.402952663,0.222773775,0.007112707,0.228830248,0.005193506,0.99287,1,0.99287,,0.99852,1.14388,1.04848,0.56733,,1.14388,1.86154,1.46844,1.86154,,1.61967,6.88623,2.40167,6.88623,,2.88106,0.637457501
